game_lineups_id,game_id,type,number,player_id,player_name,team_captain,sub_position
4f4e9278ac49a4c0fb5ba66df4863903,4103508,substitutes,22,370846,Timothy Weah,0,Right Midfield
d83543498a0876ab2192a546c8312f7b,4103517,starting_lineup,11,315779,Christian Pulisic,0,Right Winger
cf46d209a82c7e52843f2330b6dbdc48,4103519,starting_lineup,16,332697,Weston McKennie,0,Right Midfield
6cebb053c348fe01214cb3aa365aa51d,4103519,substitutes,22,370846,Timothy Weah,0,Right Midfield
bb63371c79745c8bf3e07155fe6e89ae,4103522,starting_lineup,11,315779,Christian Pulisic,0,Left Winger
ceec32fbeb3463e16904d2064b9da9e8,4103528,starting_lineup,16,332697,Weston McKennie,0,Right Midfield
285c38a8fef98e249081218715286f8e,4103528,substitutes,22,370846,Timothy Weah,0,Right Midfield
78c29f80f6f26e731d3458de9ea4e0ef,4103532,starting_lineup,16,332697,Weston McKennie,0,Right Midfield
95660149fe9be5f4b8dd0fa19bc3af05,4103532,substitutes,22,370846,Timothy Weah,0,Right Midfield
6c5a83f0de938b3058d7126232ca6b22,4103536,starting_lineup,11,315779,Christian Pulisic,0,Right Winger
a9910e800afbad540243684222001a9c,4103545,substitutes,11,315779,Christian Pulisic,0,Right Winger
f6293a1b9336744560dd298376ccae54,4103547,starting_lineup,16,332697,Weston McKennie,0,Central Midfield
38f5e822681fadc0acbbd182a183ac51,4103547,starting_lineup,22,370846,Timothy Weah,0,Right Midfield
6f1d79993ec3da5d8890cbd0054857b4,4103556,starting_lineup,11,315779,Christian Pulisic,0,Right Winger
c33fd5642d666214c61f7bd36489a1f6,4103556,starting_lineup,16,332697,Weston McKennie,0,Central Midfield
1aac5cddd885e7c6490710201a65f951,4103556,starting_lineup,22,370846,Timothy Weah,0,Right Midfield
aeff5f50c9e0531fc3e3d792c08ce1d3,4103566,starting_lineup,16,332697,Weston McKennie,0,Central Midfield
ceedb3bea55c270efb537ce8d4321cf6,4103566,starting_lineup,22,370846,Timothy Weah,0,Right Midfield
d5a88e92489f8df97262a1cfb1612ca7,4103570,starting_lineup,11,315779,Christian Pulisic,0,Right Winger
54776499e7f8e3d2c042919e072e8df3,4103575,starting_lineup,16,332697,Weston McKennie,0,Right Midfield
b9c74f200ba33056394ca24ae9072300,4103585,starting_lineup,16,332697,Weston McKennie,0,Central Midfield
84139cfa58e22af9251f32d994ffb67e,4112808,substitutes,14,315762,Luca de la Torre,0,Central Midfield
6c2cd4d65466c9b6322f67bde66e93ec,4113045,starting_lineup,14,315762,Luca de la Torre,0,Defensive Midfield
cd29a0bbee8819772a16cbf30851a020,4113057,starting_lineup,14,315762,Luca de la Torre,0,Central Midfield
ff86747059ab6a3735cca7e954b4fc6d,4113074,starting_lineup,14,315762,Luca de la Torre,0,Central Midfield
aa92d9938744896e36bb3fbdbd9deafe,4113082,starting_lineup,14,315762,Luca de la Torre,0,Attacking Midfield
da39cc84de04d03af0896a236f1c678e,4113088,substitutes,14,315762,Luca de la Torre,0,Central Midfield
263cf45ca122a8ba9f6e3ec3f8bffeb7,4113108,starting_lineup,14,315762,Luca de la Torre,0,Central Midfield
26acc77aa820d733bcd82da221a2d4cb,4113122,starting_lineup,14,315762,Luca de la Torre,0,Defensive Midfield
9f7cd2c9ec364251f645d2481f74db5e,4113125,starting_lineup,14,315762,Luca de la Torre,0,Central Midfield
aac7cfc1bcc77e54afcdbe096cdc0693,4113145,starting_lineup,14,315762,Luca de la Torre,0,Right Midfield
d05d080ea379575b2aad4aa5766e69ce,4113156,starting_lineup,14,315762,Luca de la Torre,0,Right Midfield
3aba60729abad296cd96ff4dce980e75,4120848,starting_lineup,20,341049,Cameron Carter-Vickers,0,Centre-Back
bb62c8df36995290e3f90fc7b0c1be6d,4120849,substitutes,11,537467,Joseph Efford,0,Centre-Forward
73f0440e996bf2e1742700dcc621b438,4120854,starting_lineup,20,341049,Cameron Carter-Vickers,0,Centre-Back
006f44a0f4532100b6beee5fe05062ee,4120856,substitutes,11,537467,Joseph Efford,0,Centre-Forward
3689c5ea028884d6c5b0ae898ed4361f,4120863,starting_lineup,11,537467,Joseph Efford,0,Centre-Forward
26085977dac1dc934abb39888f128636,4120867,substitutes,11,537467,Joseph Efford,0,Centre-Forward
