game_event_id,date,game_id,minute,type,player_id,description,player_in_id
a76f98319453513f1f1d7c2f2f42ca57,2021-10-23,3592044,69,Substitutions,393325,Not Available,621993
959cafa56055a5b86f6662bc8dc8de37,2021-11-27,3592100,68,Substitutions,393325,Not Available,451677
f37d1b7de4bce936c9db9366a9fa37d7,2022-02-19,3592106,76,Substitutions,393325,Not Available,383109
11e5f062fb21071aec30acd0127bd184,2022-01-15,3592115,69,Substitutions,315779,Not Available,170527
fde885fa33280de18aa29b055accd468,2022-01-15,3592117,87,Substitutions,393325,Not Available,451677
6da5671c4bdad2cc8288cbe4007e7ec6,2022-01-21,3592130,51,Goals,393325,", Right-footed shot, 1. Goal of the Season",0
8e14d5b3458edcb0c420238d33cdacfb,2022-01-21,3592130,74,Goals,393325,", Header, 2. Goal of the Season",0
f9adf13de62cfd84668291c43cae87cb,2021-11-30,3592138,67,Substitutions,393325,Not Available,434223
7b541daa07c0a87bfff4f76066442322,2022-03-05,3592142,69,Goals,315779,", Right-footed shot, 4. Goal of the Season",0
69a404a151bb4d65913d2f7788209ace,2022-04-30,3592185,81,Substitutions,393325,Not Available,82863
b61b0c71ca70b0522bc88f7e46a2f481,2022-05-11,3592206,55,Goals,315779,", Left-footed shot, 6. Goal of the Season",0
2537285a14587654b012e796c44a08b6,2022-05-11,3592206,78,Substitutions,315779,Not Available,217111
66702ec8018254ba63d5e7e89db6b5b8,2022-04-24,3592221,90,Goals,315779,", Left-footed shot, 5. Goal of the Season",0
a720d5f5932fb15d165925c6cafb72bf,2022-03-13,3592223,62,Substitutions,393325,Not Available,672381
62e6830db46b56740ce4e81140fa2254,2021-12-26,3592233,72,Substitutions,393325,Not Available,434223
d1cc1e33c6804144bc656e59495b5edb,2022-02-12,3592239,87,Substitutions,393325,Not Available,258916
d5436796d92f407d7d923c8079372404,2022-03-10,3592243,84,Substitutions,393325,Not Available,672381
5b571e343c22358db421f96d8b97be82,2022-05-19,3592287,72,Substitutions,315779,Not Available,202886
9ad4513cc3cc53d76b610213e8eab4d4,2022-01-02,3592303,45,Goals,315779,", Left-footed shot, 3. Goal of the Season",0
ecce93d8651e2170a7f28a1471d4d5d4,2021-09-19,3597821,86,Substitutions,315762,Not Available,323602
8c688392cba6f66625152954b8b6dfe6,2022-02-06,3597938,46,Substitutions,315762,Not Available,134631
afa2e4e9213d19c15a08a402431b3683,2022-03-13,3598006,90,Substitutions,315762,Not Available,409514
1c1431e5eb609a7b20c2f630d77b16b6,2022-02-26,3598034,19,Goals,315762,", Right-footed shot, 1. Goal of the Season",0
3276560729dcb43d4a6d21055c058cd5,2022-02-26,3598034,84,Substitutions,315762,Not Available,409514
c8e4723f8ac1c8ee94d250a0293a8a50,2022-04-30,3598046,78,Substitutions,315762,Not Available,391555
b81fcb11d4613a99cc042e45388a00dc,2021-10-17,3598169,83,Substitutions,367423,Not Available,381248
09a243126e7ad11b096513df019d542a,2021-09-25,3598183,56,Substitutions,367423,Not Available,38978
d0b6d02225be9483e4ea9ccb1f0dac00,2021-09-19,3598197,84,Substitutions,367423,Not Available,381248
72630380a96d8c757130c77f4d7012d6,2021-10-02,3598207,60,Substitutions,367423,Not Available,467434
2c687e3e14f12c05f7be2df413879704,2021-10-30,3598223,68,Substitutions,367423,Not Available,467434
0872b508d5a1f007753e1ed189c72ba4,2021-12-14,3598263,46,Substitutions,367423,Not Available,420890
