appearance_id,game_id,player_id,date,player_name,competition_id,yellow_cards,red_cards,goals,assists,minutes_played
2321195_31041,2321195,31041,2013-12-14,Fabian Johnson,L1,0,0,0,0,19
2330949_111783,2330949,111783,2013-12-14,Alejandro Bedoya,FR1,0,0,0,0,75
2332029_4267,2332029,4267,2013-12-14,Tim Howard,GB1,0,0,0,0,90
2332037_39378,2332037,39378,2013-12-14,Jozy Altidore,GB1,0,0,0,0,73
2332048_31642,2332048,31642,2013-12-14,Geoff Cameron,GB1,0,0,0,0,90
2321191_1321,2321191,1321,2013-12-15,Jermaine Jones,L1,0,0,0,0,32
2332018_39471,2332018,39471,2013-12-15,Brad Guzan,GB1,0,0,0,0,90
2342394_119169,2342394,119169,2013-12-15,Aron Johannsson,NL1,0,0,0,0,90
2359361_30593,2359361,30593,2013-12-16,Michael Bradley,IT1,0,0,0,0,90
2378598_119169,2378598,119169,2013-12-18,Aron Johannsson,NLP,0,0,2,0,120
2321203_1321,2321203,1321,2013-12-21,Jermaine Jones,L1,0,0,0,0,90
2321203_49723,2321203,49723,2013-12-21,Timothy Chandler,L1,0,0,0,0,90
2321204_1335,2321204,1335,2013-12-21,Steven Cherundolo,L1,0,0,0,0,82
2321206_31041,2321206,31041,2013-12-21,Fabian Johnson,L1,0,0,0,0,90
2330991_111783,2330991,111783,2013-12-21,Alejandro Bedoya,FR1,0,0,0,0,90
2331990_39378,2331990,39378,2013-12-21,Jozy Altidore,GB1,0,0,0,0,68
2331997_31642,2331997,31642,2013-12-21,Geoff Cameron,GB1,0,0,0,1,90
2331997_39471,2331997,39471,2013-12-21,Brad Guzan,GB1,0,0,0,0,90
2342390_119169,2342390,119169,2013-12-21,Aron Johannsson,NL1,0,0,1,0,90
2332038_4267,2332038,4267,2013-12-22,Tim Howard,GB1,0,0,0,0,90
2359371_30593,2359371,30593,2013-12-22,Michael Bradley,IT1,1,0,0,0,90
2331963_31642,2331963,31642,2013-12-26,Geoff Cameron,GB1,0,0,0,0,90
2332008_39471,2332008,39471,2013-12-26,Brad Guzan,GB1,0,0,0,0,90
2332015_39378,2332015,39378,2013-12-26,Jozy Altidore,GB1,0,0,0,0,3
2332015_4267,2332015,4267,2013-12-26,Tim Howard,GB1,0,1,0,0,23
2331966_39471,2331966,39471,2013-12-28,Brad Guzan,GB1,0,0,0,0,90
2331967_39378,2331967,39378,2013-12-28,Jozy Altidore,GB1,0,0,0,0,90
2331976_31642,2331976,31642,2013-12-29,Geoff Cameron,GB1,0,0,0,0,90
2332101_31642,2332101,31642,2014-01-01,Geoff Cameron,GB1,1,0,0,0,90
2332101_4267,2332101,4267,2014-01-01,Tim Howard,GB1,0,0,0,0,90
2332124_39378,2332124,39378,2014-01-01,Jozy Altidore,GB1,1,0,0,0,23
2332124_39471,2332124,39471,2014-01-01,Brad Guzan,GB1,0,0,0,0,90
2387437_31642,2387437,31642,2014-01-04,Geoff Cameron,FAC,0,0,0,0,90
2387445_27577,2387445,27577,2014-01-04,Clint Dempsey,FAC,0,0,0,0,90
2387430_175996,2387430,175996,2014-01-05,Sebastian Lletget,FAC,1,0,0,0,90
2387448_39378,2387448,39378,2014-01-05,Jozy Altidore,FAC,0,0,0,1,90
2382301_73427,2382301,73427,2014-01-08,Caleb Patterson-Sewell,POCP,0,0,0,0,90
2332207_27577,2332207,27577,2014-01-11,Clint Dempsey,GB1,0,0,0,0,79
2332207_39378,2332207,39378,2014-01-11,Jozy Altidore,GB1,0,0,0,1,24
2332210_4267,2332210,4267,2014-01-11,Tim Howard,GB1,0,0,0,0,90
2330986_111783,2330986,111783,2014-01-12,Alejandro Bedoya,FR1,0,0,0,0,70
2332245_31642,2332245,31642,2014-01-12,Geoff Cameron,GB1,0,0,0,0,90
2332231_39471,2332231,39471,2014-01-13,Brad Guzan,GB1,0,0,0,0,90
2382309_73427,2382309,73427,2014-01-15,Caleb Patterson-Sewell,POCP,0,0,0,0,90
2332239_39471,2332239,39471,2014-01-18,Brad Guzan,GB1,0,0,0,0,90
2332247_27577,2332247,27577,2014-01-18,Clint Dempsey,GB1,0,0,0,0,90
2332248_31642,2332248,31642,2014-01-18,Geoff Cameron,GB1,0,0,0,0,90
2332249_39378,2332249,39378,2014-01-18,Jozy Altidore,GB1,0,0,0,0,72
2342415_119169,2342415,119169,2014-01-18,Aron Johannsson,NL1,0,0,1,0,90
2329780_39475,2329780,39475,2014-01-19,Sacha Kljestan,BE1,0,0,0,0,45
2331019_111783,2331019,111783,2014-01-19,Alejandro Bedoya,FR1,0,0,0,0,60
2332237_4267,2332237,4267,2014-01-20,Tim Howard,GB1,0,0,0,0,90
2385454_119169,2385454,119169,2014-01-21,Aron Johannsson,NLP,0,0,1,0,90
2421952_228370,2421952,228370,2014-01-24,Gedion Zelalem,FAC,0,0,0,0,19
2321213_31041,2321213,31041,2014-01-25,Fabian Johnson,L1,0,0,0,0,45
2321213_49723,2321213,49723,2014-01-25,Timothy Chandler,L1,1,0,1,0,90
2331007_111783,2331007,111783,2014-01-25,Alejandro Bedoya,FR1,0,0,0,0,76
2342432_131171,2342432,131171,2014-01-25,Juan Agudelo,NL1,0,0,0,0,32
2342433_119169,2342433,119169,2014-01-25,Aron Johannsson,NL1,1,0,0,0,90
2421955_39378,2421955,39378,2014-01-25,Jozy Altidore,FAC,0,0,0,0,90
2421967_31642,2421967,31642,2014-01-26,Geoff Cameron,FAC,1,0,0,0,90
2332203_27577,2332203,27577,2014-01-28,Clint Dempsey,GB1,0,0,0,0,71
2332250_4267,2332250,4267,2014-01-28,Tim Howard,GB1,0,0,0,0,90
2332202_31642,2332202,31642,2014-01-29,Geoff Cameron,GB1,0,0,0,0,90
2332202_39378,2332202,39378,2014-01-29,Jozy Altidore,GB1,0,0,0,0,67
2332234_39471,2332234,39471,2014-01-29,Brad Guzan,GB1,0,0,0,0,90
2330999_111783,2330999,111783,2014-02-01,Alejandro Bedoya,FR1,0,0,0,0,62
2332189_27577,2332189,27577,2014-02-01,Clint Dempsey,GB1,0,0,0,0,25
2332194_31642,2332194,31642,2014-02-01,Geoff Cameron,GB1,1,0,0,0,90
2332204_39378,2332204,39378,2014-02-01,Jozy Altidore,GB1,0,0,0,0,90
2332208_39471,2332208,39471,2014-02-01,Brad Guzan,GB1,0,0,0,0,90
2332208_4267,2332208,4267,2014-02-01,Tim Howard,GB1,0,0,0,0,90
2342454_119169,2342454,119169,2014-02-01,Aron Johannsson,NL1,0,0,0,0,90
2321225_49723,2321225,49723,2014-02-02,Timothy Chandler,L1,0,0,0,0,90
2342452_131171,2342452,131171,2014-02-02,Juan Agudelo,NL1,0,0,0,1,90
2342439_119169,2342439,119169,2014-02-04,Aron Johannsson,NL1,0,0,1,0,45
2423598_27577,2423598,27577,2014-02-04,Clint Dempsey,FAC,0,0,0,0,120
2342462_131171,2342462,131171,2014-02-06,Juan Agudelo,NL1,0,0,1,0,90
2321231_49723,2321231,49723,2014-02-08,Timothy Chandler,L1,0,0,0,0,10
2332217_39471,2332217,39471,2014-02-08,Brad Guzan,GB1,0,0,0,0,90
2332221_31642,2332221,31642,2014-02-08,Geoff Cameron,GB1,0,0,0,0,90
2332236_39378,2332236,39378,2014-02-08,Jozy Altidore,GB1,0,0,0,0,90
2332213_4267,2332213,4267,2014-02-09,Tim Howard,GB1,0,0,0,0,90
2342527_131171,2342527,131171,2014-02-09,Juan Agudelo,NL1,0,0,0,0,90
2332200_39471,2332200,39471,2014-02-11,Brad Guzan,GB1,0,0,0,0,90
2332215_31642,2332215,31642,2014-02-12,Geoff Cameron,GB1,0,0,0,0,90
2321239_31041,2321239,31041,2014-02-15,Fabian Johnson,L1,0,0,0,0,90
2331086_111783,2331086,111783,2014-02-15,Alejandro Bedoya,FR1,1,0,0,0,90
2342467_119169,2342467,119169,2014-02-15,Aron Johannsson,NL1,0,0,1,0,90
2342467_131171,2342467,131171,2014-02-15,Juan Agudelo,NL1,0,0,0,0,74
2329880_39475,2329880,39475,2014-02-16,Sacha Kljestan,BE1,0,0,1,1,90
2385085_119169,2385085,119169,2014-02-20,Aron Johannsson,EL,0,0,0,0,90
2385087_3476,2385087,3476,2014-02-20,Brad Friedel,EL,0,0,0,0,90
2329870_39475,2329870,39475,2014-02-21,Sacha Kljestan,BE1,1,0,0,0,90
2321245_31041,2321245,31041,2014-02-22,Fabian Johnson,L1,0,0,0,1,90
2321246_124732,2321246,124732,2014-02-22,John Anthony Brooks,L1,0,0,0,0,5
2332159_39378,2332159,39378,2014-02-22,Jozy Altidore,GB1,0,0,0,0,45
2332161_4267,2332161,4267,2014-02-22,Tim Howard,GB1,0,0,0,0,90
2332162_31642,2332162,31642,2014-02-22,Geoff Cameron,GB1,0,0,0,0,90
2331104_111783,2331104,111783,2014-02-23,Alejandro Bedoya,FR1,0,0,0,0,11
2332163_39471,2332163,39471,2014-02-23,Brad Guzan,GB1,0,0,0,0,90
2342492_119169,2342492,119169,2014-02-23,Aron Johannsson,NL1,0,0,0,0,90
2342520_131171,2342520,131171,2014-02-23,Juan Agudelo,NL1,1,0,0,0,90
2385111_119169,2385111,119169,2014-02-27,Aron Johannsson,EL,0,0,0,0,75
2331090_111783,2331090,111783,2014-02-28,Alejandro Bedoya,FR1,0,0,0,0,67
2346214_1321,2346214,1321,2014-02-28,Jermaine Jones,TR1,0,0,0,0,58
2332174_4267,2332174,4267,2014-03-01,Tim Howard,GB1,0,0,0,0,90
2332178_31642,2332178,31642,2014-03-01,Geoff Cameron,GB1,0,0,0,0,90
2332191_27577,2332191,27577,2014-03-01,Clint Dempsey,GB1,0,0,0,0,90
2321257_31041,2321257,31041,2014-03-02,Fabian Johnson,L1,0,0,0,0,87
2332173_39471,2332173,39471,2014-03-02,Brad Guzan,GB1,0,0,0,0,90
2342498_119169,2342498,119169,2014-03-02,Aron Johannsson,NL1,0,0,0,2,90
2321262_31041,2321262,31041,2014-03-08,Fabian Johnson,L1,0,0,0,0,90
2331078_111783,2331078,111783,2014-03-08,Alejandro Bedoya,FR1,0,0,0,0,66
2332185_31642,2332185,31642,2014-03-08,Geoff Cameron,GB1,1,0,0,0,90
2342495_119169,2342495,119169,2014-03-08,Aron Johannsson,NL1,0,0,2,0,90
2342506_131171,2342506,131171,2014-03-08,Juan Agudelo,NL1,0,0,0,0,29
2346225_1321,2346225,1321,2014-03-09,Jermaine Jones,TR1,0,0,0,0,61
2437594_119169,2437594,119169,2014-03-13,Aron Johannsson,EL,0,0,1,0,90
2321274_31041,2321274,31041,2014-03-15,Fabian Johnson,L1,0,0,0,1,87
2332137_39471,2332137,39471,2014-03-15,Brad Guzan,GB1,0,0,0,0,90
2332140_31642,2332140,31642,2014-03-15,Geoff Cameron,GB1,0,0,0,1,90
2332141_39378,2332141,39378,2014-03-15,Jozy Altidore,GB1,0,0,0,0,45
2332145_4267,2332145,4267,2014-03-15,Tim Howard,GB1,0,0,0,0,90
2329891_39475,2329891,39475,2014-03-16,Sacha Kljestan,BE1,0,0,0,0,90
2342499_119169,2342499,119169,2014-03-16,Aron Johannsson,NL1,0,0,0,0,60
2342511_131171,2342511,131171,2014-03-16,Juan Agudelo,NL1,1,0,0,0,90
2437602_119169,2437602,119169,2014-03-20,Aron Johannsson,EL,0,0,0,0,90
2437607_3476,2437607,3476,2014-03-20,Brad Friedel,EL,0,0,0,0,90
2329436_140069,2329436,140069,2014-03-21,Babajide Ogunbiyi,DK1,0,0,0,0,1
2321281_124732,2321281,124732,2014-03-22,John Anthony Brooks,L1,0,0,0,0,90
2331058_111783,2331058,111783,2014-03-22,Alejandro Bedoya,FR1,0,0,0,0,39
2332136_4267,2332136,4267,2014-03-22,Tim Howard,GB1,0,0,0,0,90
2332166_39378,2332166,39378,2014-03-22,Jozy Altidore,GB1,0,0,0,0,90
2321282_31041,2321282,31041,2014-03-23,Fabian Johnson,L1,0,0,0,1,90
2329427_161244,2329427,161244,2014-03-23,Conor O'Brien,DK1,0,0,0,0,18
2332134_31642,2332134,31642,2014-03-23,Geoff Cameron,GB1,0,0,1,0,90
2332134_39471,2332134,39471,2014-03-23,Brad Guzan,GB1,0,0,0,0,90
2342512_119169,2342512,119169,2014-03-23,Aron Johannsson,NL1,0,0,0,0,73
2346256_1321,2346256,1321,2014-03-23,Jermaine Jones,TR1,1,0,0,0,37
2321296_124732,2321296,124732,2014-03-25,John Anthony Brooks,L1,0,0,0,0,90
2332184_4267,2332184,4267,2014-03-25,Tim Howard,GB1,0,0,0,0,90
2321292_31041,2321292,31041,2014-03-26,Fabian Johnson,L1,0,0,0,0,90
2332182_39378,2332182,39378,2014-03-26,Jozy Altidore,GB1,0,0,0,0,90
2421947_119169,2421947,119169,2014-03-27,Aron Johannsson,NLP,0,0,0,0,64
2342480_131171,2342480,131171,2014-03-28,Juan Agudelo,NL1,0,0,0,0,66
2346269_1321,2346269,1321,2014-03-28,Jermaine Jones,TR1,1,0,0,0,90
2321298_31041,2321298,31041,2014-03-29,Fabian Johnson,L1,0,0,0,0,90
2331106_111783,2331106,111783,2014-03-29,Alejandro Bedoya,FR1,0,0,0,0,79
2332151_39471,2332151,39471,2014-03-29,Brad Guzan,GB1,0,0,0,0,90
2332155_31642,2332155,31642,2014-03-29,Geoff Cameron,GB1,0,0,0,0,90
2329424_140069,2329424,140069,2014-03-30,Babajide Ogunbiyi,DK1,0,0,0,0,7
2332146_4267,2332146,4267,2014-03-30,Tim Howard,GB1,0,0,0,0,90
2342472_119169,2342472,119169,2014-03-30,Aron Johannsson,NL1,0,0,0,0,7
2342481_131171,2342481,131171,2014-04-02,Juan Agudelo,NL1,0,0,0,0,18
2449286_119169,2449286,119169,2014-04-03,Aron Johannsson,EL,0,0,0,0,90
2332268_31642,2332268,31642,2014-04-05,Geoff Cameron,GB1,0,0,0,0,45
2332291_39471,2332291,39471,2014-04-05,Brad Guzan,GB1,0,0,0,0,90
2346329_1321,2346329,1321,2014-04-05,Jermaine Jones,TR1,1,0,0,0,90
2321315_124732,2321315,124732,2014-04-06,John Anthony Brooks,L1,1,0,0,0,62
2321315_31041,2321315,31041,2014-04-06,Fabian Johnson,L1,0,0,0,0,90
2331125_111783,2331125,111783,2014-04-06,Alejandro Bedoya,FR1,0,0,1,0,90
2332269_4267,2332269,4267,2014-04-06,Tim Howard,GB1,0,0,0,0,90
2342543_119169,2342543,119169,2014-04-06,Aron Johannsson,NL1,0,0,1,1,90
2342568_131171,2342568,131171,2014-04-06,Juan Agudelo,NL1,0,0,0,0,45
2449290_119169,2449290,119169,2014-04-10,Aron Johannsson,EL,0,0,0,0,90
2346341_1321,2346341,1321,2014-04-11,Jermaine Jones,TR1,0,0,0,0,90
2329360_161244,2329360,161244,2014-04-12,Conor O'Brien,DK1,0,0,0,0,1
2332283_39471,2332283,39471,2014-04-12,Brad Guzan,GB1,0,0,0,0,90
2332304_31642,2332304,31642,2014-04-12,Geoff Cameron,GB1,0,0,0,0,90
2332307_4267,2332307,4267,2014-04-12,Tim Howard,GB1,0,0,0,0,90
2321322_31041,2321322,31041,2014-04-13,Fabian Johnson,L1,0,0,0,0,90
2329368_140069,2329368,140069,2014-04-13,Babajide Ogunbiyi,DK1,0,0,0,1,7
2331130_111783,2331130,111783,2014-04-13,Alejandro Bedoya,FR1,1,0,0,0,90
2342537_119169,2342537,119169,2014-04-13,Aron Johannsson,NL1,0,0,0,0,68
2342542_131171,2342542,131171,2014-04-13,Juan Agudelo,NL1,0,0,1,0,54
2329369_140069,2329369,140069,2014-04-16,Babajide Ogunbiyi,DK1,0,0,0,0,20
2332177_4267,2332177,4267,2014-04-16,Tim Howard,GB1,0,0,0,0,90
2321327_31041,2321327,31041,2014-04-19,Fabian Johnson,L1,0,0,0,0,90
2321330_124732,2321330,124732,2014-04-19,John Anthony Brooks,L1,0,0,0,0,90
2332288_39471,2332288,39471,2014-04-19,Brad Guzan,GB1,0,0,0,0,90
2332294_31642,2332294,31642,2014-04-19,Geoff Cameron,GB1,0,0,0,0,90
2332295_39378,2332295,39378,2014-04-19,Jozy Altidore,GB1,0,0,0,1,24
2331123_111783,2331123,111783,2014-04-20,Alejandro Bedoya,FR1,0,0,1,0,90
2332308_4267,2332308,4267,2014-04-20,Tim Howard,GB1,0,0,0,0,90
2346350_1321,2346350,1321,2014-04-20,Jermaine Jones,TR1,1,0,0,0,90
2329356_140069,2329356,140069,2014-04-21,Babajide Ogunbiyi,DK1,0,0,0,0,90
2331168_111783,2331168,111783,2014-04-25,Alejandro Bedoya,FR1,0,0,0,0,90
2321339_160670,2321339,160670,2014-04-26,Joe Gyau,L1,0,0,0,0,21
2321339_31041,2321339,31041,2014-04-26,Fabian Johnson,L1,0,0,0,0,90
2321340_49723,2321340,49723,2014-04-26,Timothy Chandler,L1,0,0,0,0,45
2321342_124732,2321342,124732,2014-04-26,John Anthony Brooks,L1,0,0,1,0,90
2329355_161244,2329355,161244,2014-04-26,Conor O'Brien,DK1,0,0,0,0,23
2332244_39471,2332244,39471,2014-04-26,Brad Guzan,GB1,0,0,0,0,90
2332252_31642,2332252,31642,2014-04-26,Geoff Cameron,GB1,0,0,0,0,90
2332271_4267,2332271,4267,2014-04-26,Tim Howard,GB1,0,0,0,0,90
2329353_140069,2329353,140069,2014-04-27,Babajide Ogunbiyi,DK1,0,0,0,0,90
2342546_131171,2342546,131171,2014-04-27,Juan Agudelo,NL1,0,0,0,1,26
2342559_119169,2342559,119169,2014-04-27,Aron Johannsson,NL1,0,0,0,0,60
2321343_160670,2321343,160670,2014-05-03,Joe Gyau,L1,0,0,0,0,29
2321343_31041,2321343,31041,2014-05-03,Fabian Johnson,L1,0,0,0,0,90
2321346_124732,2321346,124732,2014-05-03,John Anthony Brooks,L1,1,0,0,0,90
2321347_49723,2321347,49723,2014-05-03,Timothy Chandler,L1,1,0,0,0,90
2332259_4267,2332259,4267,2014-05-03,Tim Howard,GB1,0,0,0,0,90
2332260_39378,2332260,39378,2014-05-03,Jozy Altidore,GB1,0,0,0,0,25
2332264_39471,2332264,39471,2014-05-03,Brad Guzan,GB1,0,0,0,0,90
2332265_31642,2332265,31642,2014-05-03,Geoff Cameron,GB1,0,0,0,0,90
2342560_131171,2342560,131171,2014-05-03,Juan Agudelo,NL1,0,0,1,1,90
2346367_1321,2346367,1321,2014-05-03,Jermaine Jones,TR1,0,0,0,0,65
2329451_140069,2329451,140069,2014-05-04,Babajide Ogunbiyi,DK1,0,0,0,0,90
2331151_111783,2331151,111783,2014-05-04,Alejandro Bedoya,FR1,1,0,0,0,90
2332175_39378,2332175,39378,2014-05-07,Jozy Altidore,GB1,0,0,0,0,29
2332183_39471,2332183,39471,2014-05-07,Brad Guzan,GB1,0,0,0,0,90
2329448_140069,2329448,140069,2014-05-08,Babajide Ogunbiyi,DK1,0,0,0,0,90
2321357_31041,2321357,31041,2014-05-10,Fabian Johnson,L1,0,0,0,1,75
2321360_124732,2321360,124732,2014-05-10,John Anthony Brooks,L1,0,0,0,0,90
2331160_111783,2331160,111783,2014-05-10,Alejandro Bedoya,FR1,0,0,0,0,78
2329466_161244,2329466,161244,2014-05-11,Conor O'Brien,DK1,0,0,0,0,63
2329467_140069,2329467,140069,2014-05-11,Babajide Ogunbiyi,DK1,0,0,0,0,90
2332263_4267,2332263,4267,2014-05-11,Tim Howard,GB1,0,0,0,0,90
2332273_39471,2332273,39471,2014-05-11,Brad Guzan,GB1,0,0,0,0,90
2332281_31642,2332281,31642,2014-05-11,Geoff Cameron,GB1,0,0,0,0,90
2332285_39378,2332285,39378,2014-05-11,Jozy Altidore,GB1,0,0,0,0,6
2346377_1321,2346377,1321,2014-05-11,Jermaine Jones,TR1,0,0,0,0,90
2346384_1321,2346384,1321,2014-05-17,Jermaine Jones,TR1,1,0,0,0,90
2329449_140069,2329449,140069,2014-05-18,Babajide Ogunbiyi,DK1,1,0,0,0,90
2329469_161244,2329469,161244,2014-05-18,Conor O'Brien,DK1,0,0,0,0,90
2469417_161244,2469417,161244,2014-07-25,Conor O'Brien,DK1,0,0,0,0,90
2469872_39475,2469872,39475,2014-07-27,Sacha Kljestan,BE1,0,0,0,0,7
2482111_111783,2482111,111783,2014-08-09,Alejandro Bedoya,FR1,0,0,0,0,88
2460298_4267,2460298,4267,2014-08-16,Tim Howard,GB1,0,0,0,0,90
2460303_39471,2460303,39471,2014-08-16,Brad Guzan,GB1,0,0,0,0,90
2460304_39378,2460304,39378,2014-08-16,Jozy Altidore,GB1,0,0,0,0,9
2482120_111783,2482120,111783,2014-08-16,Alejandro Bedoya,FR1,0,0,0,0,19
2486396_39475,2486396,39475,2014-08-17,Sacha Kljestan,BE1,0,0,0,0,12
2483416_31041,2483416,31041,2014-08-21,Fabian Johnson,EL,0,0,0,1,90
2478479_39471,2478479,39471,2014-08-23,Brad Guzan,GB1,0,0,0,0,90
2478484_4267,2478484,4267,2014-08-23,Tim Howard,GB1,0,0,0,0,90
2460628_31041,2460628,31041,2014-08-24,Fabian Johnson,L1,0,0,0,0,17
2478487_39378,2478487,39378,2014-08-24,Jozy Altidore,GB1,0,0,0,0,13
2482131_111783,2482131,111783,2014-08-24,Alejandro Bedoya,FR1,0,0,0,0,90
2483446_31041,2483446,31041,2014-08-28,Fabian Johnson,EL,0,0,0,1,90
2493778_209019,2493778,209019,2014-08-29,Kenny Saief,BE1,0,0,0,0,8
2460636_124732,2460636,124732,2014-08-30,John Anthony Brooks,L1,0,0,0,0,90
2460637_49723,2460637,49723,2014-08-30,Timothy Chandler,L1,0,0,0,0,34
2482142_111783,2482142,111783,2014-08-30,Alejandro Bedoya,FR1,0,0,0,0,81
2486493_39378,2486493,39378,2014-08-30,Jozy Altidore,GB1,0,0,0,0,8
2486496_4267,2486496,4267,2014-08-30,Tim Howard,GB1,1,0,0,0,90
2460641_31041,2460641,31041,2014-08-31,Fabian Johnson,L1,0,0,0,0,16
2486490_39471,2486490,39471,2014-08-31,Brad Guzan,GB1,1,0,0,0,90
2493782_39475,2493782,39475,2014-08-31,Sacha Kljestan,BE1,1,0,0,0,26
2460647_31041,2460647,31041,2014-09-13,Fabian Johnson,L1,0,0,0,0,90
2460650_124732,2460650,124732,2014-09-13,John Anthony Brooks,L1,0,0,0,0,90
2486505_4267,2486505,4267,2014-09-13,Tim Howard,GB1,0,0,0,0,90
2486506_39471,2486506,39471,2014-09-13,Brad Guzan,GB1,0,0,0,0,90
2460649_161204,2460649,161204,2014-09-14,Julian Green,L1,0,0,0,0,45
2482148_111783,2482148,111783,2014-09-14,Alejandro Bedoya,FR1,0,0,0,0,65
2494550_209019,2494550,209019,2014-09-14,Kenny Saief,BE1,1,0,1,0,15
2490848_39475,2490848,39475,2014-09-16,Sacha Kljestan,CL,0,0,0,0,24
2492348_31041,2492348,31041,2014-09-18,Fabian Johnson,EL,0,0,0,0,62
2492444_4267,2492444,4267,2014-09-18,Tim Howard,EL,0,0,0,0,90
2460657_124732,2460657,124732,2014-09-19,John Anthony Brooks,L1,1,0,0,0,90
2460653_49723,2460653,49723,2014-09-20,Timothy Chandler,L1,0,0,0,0,90
2460658_161204,2460658,161204,2014-09-20,Julian Green,L1,0,0,0,0,14
2486510_39471,2486510,39471,2014-09-20,Brad Guzan,GB1,0,0,0,0,90
2486511_39378,2486511,39378,2014-09-20,Jozy Altidore,GB1,0,0,0,0,23
2460660_31041,2460660,31041,2014-09-21,Fabian Johnson,L1,0,0,0,0,90
2486517_4267,2486517,4267,2014-09-21,Tim Howard,GB1,0,0,0,0,90
2460670_49723,2460670,49723,2014-09-23,Timothy Chandler,L1,0,0,0,0,90
2460663_160670,2460663,160670,2014-09-24,Joe Gyau,L1,0,0,0,0,16
2460665_31041,2460665,31041,2014-09-24,Fabian Johnson,L1,0,0,0,0,19
2482165_111783,2482165,111783,2014-09-24,Alejandro Bedoya,FR1,0,0,0,0,84
2486519_4267,2486519,4267,2014-09-27,Tim Howard,GB1,0,0,0,0,90
2486520_39471,2486520,39471,2014-09-27,Brad Guzan,GB1,0,0,0,0,90
2494564_39475,2494564,39475,2014-09-27,Sacha Kljestan,BE1,0,0,0,0,4
2460677_49723,2460677,49723,2014-09-28,Timothy Chandler,L1,0,0,0,1,90
2482183_111783,2482183,111783,2014-09-28,Alejandro Bedoya,FR1,0,0,0,0,77
2494562_209019,2494562,209019,2014-09-28,Kenny Saief,BE1,1,0,0,0,15
2492446_4267,2492446,4267,2014-10-02,Tim Howard,EL,0,0,0,0,90
2503714_209019,2503714,209019,2014-10-03,Kenny Saief,BE1,0,0,0,0,23
2460688_49723,2460688,49723,2014-10-04,Timothy Chandler,L1,0,0,0,0,1
2486535_39471,2486535,39471,2014-10-04,Brad Guzan,GB1,0,0,0,0,90
2460684_31041,2460684,31041,2014-10-05,Fabian Johnson,L1,0,0,0,1,70
2482188_111783,2482188,111783,2014-10-05,Alejandro Bedoya,FR1,0,0,0,0,90
2486536_4267,2486536,4267,2014-10-05,Tim Howard,GB1,1,0,0,0,90
2460690_124732,2460690,124732,2014-10-18,John Anthony Brooks,L1,0,0,0,0,20
2460692_31041,2460692,31041,2014-10-18,Fabian Johnson,L1,0,0,0,0,15
2486543_39471,2486543,39471,2014-10-18,Brad Guzan,GB1,0,0,0,0,90
2486543_4267,2486543,4267,2014-10-18,Tim Howard,GB1,0,0,0,0,90
2503726_209019,2503726,209019,2014-10-18,Kenny Saief,BE1,0,0,0,0,18
2460697_49723,2460697,49723,2014-10-19,Timothy Chandler,L1,0,0,0,0,22
2486547_31642,2486547,31642,2014-10-19,Geoff Cameron,GB1,0,0,0,0,28
2492449_4267,2492449,4267,2014-10-23,Tim Howard,EL,0,0,0,0,90
2460704_124732,2460704,124732,2014-10-25,John Anthony Brooks,L1,0,0,0,0,6
2460704_161204,2460704,161204,2014-10-25,Julian Green,L1,0,0,0,0,24
2486551_31642,2486551,31642,2014-10-25,Geoff Cameron,GB1,0,0,0,0,90
2486552_39378,2486552,39378,2014-10-25,Jozy Altidore,GB1,0,0,0,0,16
2460701_31041,2460701,31041,2014-10-26,Fabian Johnson,L1,0,0,0,0,9
2486556_4267,2486556,4267,2014-10-26,Tim Howard,GB1,0,0,0,0,90
2503750_209019,2503750,209019,2014-10-26,Kenny Saief,BE1,0,0,0,0,9
2486558_39471,2486558,39471,2014-10-27,Brad Guzan,GB1,0,0,0,0,90
2488527_124732,2488527,124732,2014-10-28,John Anthony Brooks,DFB,1,0,0,0,120
2488540_31041,2488540,31041,2014-10-29,Fabian Johnson,DFB,0,0,0,0,4
2500753_119169,2500753,119169,2014-10-29,Aron Johannsson,NLP,0,0,0,1,61
2503758_39475,2503758,39475,2014-10-29,Sacha Kljestan,BE1,0,0,1,0,90
2524731_73427,2524731,73427,2014-10-29,Caleb Patterson-Sewell,POCP,0,0,0,0,90
2460711_49723,2460711,49723,2014-11-01,Timothy Chandler,L1,0,0,0,0,90
2486562_4267,2486562,4267,2014-11-01,Tim Howard,GB1,0,0,0,0,90
2486565_31642,2486565,31642,2014-11-01,Geoff Cameron,GB1,0,0,0,0,90
2459683_119169,2459683,119169,2014-11-02,Aron Johannsson,NL1,0,0,0,0,90
2482223_111783,2482223,111783,2014-11-02,Alejandro Bedoya,FR1,1,0,0,0,25
2486567_39471,2486567,39471,2014-11-02,Brad Guzan,GB1,0,0,0,0,90
2486568_39378,2486568,39378,2014-11-03,Jozy Altidore,GB1,0,0,0,0,12
2495333_39475,2495333,39475,2014-11-04,Sacha Kljestan,CL,1,0,0,0,90
2492355_31041,2492355,31041,2014-11-06,Fabian Johnson,EL,0,0,0,0,90
2492450_4267,2492450,4267,2014-11-06,Tim Howard,EL,0,0,0,0,90
2460721_124732,2460721,124732,2014-11-07,John Anthony Brooks,L1,1,0,0,0,35
2459688_119169,2459688,119169,2014-11-08,Aron Johannsson,NL1,0,0,0,0,77
